file,label
oblomov_s002149.wav,spoof
oblomov_s000445.wav,spoof
mnogo_shuma_iz_nichego_s000577.wav,spoof
oblomov_s004811.wav,spoof
chetvero_nischih_s000604.wav,spoof
oblomov_s006112.wav,spoof
argentinetz_s003900.wav,spoof
oblomov_s005620.wav,spoof
oblomov_s006501.wav,spoof
falshiviy_kupon_s000126.wav,spoof
oblomov_s006887.wav,spoof
mnogo_shuma_iz_nichego_s002228.wav,spoof
strashnaya_minuta_s000038.wav,spoof
oblomov_s007662.wav,spoof
oblomov_s005032.wav,spoof
oblomov_s004581.wav,spoof
falshiviy_kupon_s000031.wav,spoof
argentinetz_s002467.wav,spoof
strashnaya_minuta_s000871.wav,spoof
argentinetz_s001476.wav,spoof
argentinetz_s001921.wav,spoof
sulamif_s000222.wav,spoof
oblomov_s001304.wav,spoof
argentinetz_s000034.wav,spoof
argentinetz_s002925.wav,spoof
argentinetz_s004046.wav,spoof
mnogo_shuma_iz_nichego_s001741.wav,spoof
strashnaya_minuta_s000860.wav,spoof
oblomov_s004293.wav,spoof
strashnaya_minuta_s000651.wav,spoof
argentinetz_s001563.wav,spoof
argentinetz_s001073.wav,spoof
mnogo_shuma_iz_nichego_s001032.wav,spoof
oblomov_s000978.wav,spoof
strashnaya_minuta_s000923.wav,spoof
chetvero_nischih_s000531.wav,spoof
oblomov_s000163.wav,spoof
argentinetz_s003689.wav,spoof
argentinetz_s002890.wav,spoof
argentinetz_s001215.wav,spoof
oblomov_s006852.wav,spoof
sulamif_s000107.wav,spoof
chetvero_nischih_s000576.wav,spoof
oblomov_s001959.wav,spoof
argentinetz_s000326.wav,spoof
oblomov_s006304.wav,spoof
sulamif_s000385.wav,spoof
oblomov_s008761.wav,spoof
oblomov_s003086.wav,spoof
argentinetz_s003847.wav,spoof
oblomov_s002911.wav,spoof
oblomov_s002960.wav,spoof
jizn_gnora_s000734.wav,spoof
oblomov_s007582.wav,spoof
strashnaya_minuta_s000242.wav,spoof
argentinetz_s001716.wav,spoof
oblomov_s000293.wav,spoof
argentinetz_s001943.wav,spoof
argentinetz_s002443.wav,spoof
falshiviy_kupon_s000475.wav,spoof
oblomov_s003969.wav,spoof
mnogo_shuma_iz_nichego_s002208.wav,spoof
argentinetz_s003723.wav,spoof
chetvero_nischih_s000962.wav,spoof
oblomov_s006706.wav,spoof
jizn_gnora_s000960.wav,spoof
oblomov_s007801.wav,spoof
chetvero_nischih_s000566.wav,spoof
oblomov_s004688.wav,spoof
oblomov_s003483.wav,spoof
strashnaya_minuta_s000385.wav,spoof
mnogo_shuma_iz_nichego_s001562.wav,spoof
argentinetz_s003502.wav,spoof
oblomov_s006219.wav,spoof
strashnaya_minuta_s000233.wav,spoof
oblomov_s008268.wav,spoof
oblomov_s005511.wav,spoof
oblomov_s003782.wav,spoof
strashnaya_minuta_s000716.wav,spoof
oblomov_s004055.wav,spoof
oblomov_s007439.wav,spoof
oblomov_s001406.wav,spoof
oblomov_s002099.wav,spoof
oblomov_s003287.wav,spoof
jizn_gnora_s000474.wav,spoof
oblomov_s007719.wav,spoof
argentinetz_s000196.wav,spoof
jizn_gnora_s000913.wav,spoof
oblomov_s004668.wav,spoof
argentinetz_s003608.wav,spoof
oblomov_s007274.wav,spoof
mnogo_shuma_iz_nichego_s002272.wav,spoof
oblomov_s006190.wav,spoof
argentinetz_s000684.wav,spoof
sulamif_s000290.wav,spoof
strashnaya_minuta_s000107.wav,spoof
argentinetz_s000504.wav,spoof
oblomov_s008644.wav,spoof
oblomov_s002060.wav,spoof
oblomov_s001016.wav,spoof
strashnaya_minuta_s000121.wav,spoof
oblomov_s006064.wav,spoof
oblomov_s000803.wav,spoof
argentinetz_s001241.wav,spoof
chetvero_nischih_s000638.wav,spoof
argentinetz_s000524.wav,spoof
mnogo_shuma_iz_nichego_s000079.wav,spoof
jizn_gnora_s000463.wav,spoof
oblomov_s001223.wav,spoof
falshiviy_kupon_s000005.wav,spoof
oblomov_s008051.wav,spoof
argentinetz_s003599.wav,spoof
oblomov_s004769.wav,spoof
oblomov_s008825.wav,spoof
oblomov_s006703.wav,spoof
oblomov_s002235.wav,spoof
mnogo_shuma_iz_nichego_s000002.wav,spoof
oblomov_s006010.wav,spoof
sulamif_s000405.wav,spoof
