file,label
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_1_01_f000184.wav,spoof
MLAAD/fake/fr/griffin_lim/l_ile_mysterieuse_2_16_f000039.wav,spoof
MLAAD/fake/fr/griffin_lim/les_tribulations_dun_chinoise_13_f000090.wav,spoof
MLAAD/fake/fr/griffin_lim/la_vampire_19_f000234.wav,spoof
MLAAD/fake/fr/griffin_lim/les_mysteres_de_paris_2_01_f000009.wav,spoof
MLAAD/fake/fr/griffin_lim/les_mysteres_de_paris_2_08_f000203.wav,spoof
MLAAD/fake/fr/griffin_lim/sous_les_mers_2_22_f000096.wav,spoof
MLAAD/fake/fr/griffin_lim/sous_les_mers_1_05_f000103.wav,spoof
MLAAD/fake/fr/griffin_lim/la_vampire_02_f000092.wav,spoof
MLAAD/fake/fr/griffin_lim/madame_bovary_3_01_f000222.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_39_f000010.wav,spoof
MLAAD/fake/fr/griffin_lim/l_ile_mysterieuse_3_13_f000034.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_1_30_f000003.wav,spoof
MLAAD/fake/fr/griffin_lim/keraban_le_tetu_1_07_f000092.wav,spoof
MLAAD/fake/fr/griffin_lim/l_epouvante_03_f000115.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_1_09_f000011.wav,spoof
MLAAD/fake/fr/griffin_lim/l_epouvante_02_f000031.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_32_f000100.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_1_41_f000040.wav,spoof
MLAAD/fake/fr/griffin_lim/les_miserables_tome_5_16_f000158.wav,spoof
MLAAD/fake/fr/griffin_lim/la_vampire_12_f000111.wav,spoof
MLAAD/fake/fr/griffin_lim/l_ile_mysterieuse_1_18_f000039.wav,spoof
MLAAD/fake/fr/griffin_lim/keraban_le_tetu_1_11_f000039.wav,spoof
MLAAD/fake/fr/griffin_lim/keraban_le_tetu_1_16_f000113.wav,spoof
MLAAD/fake/fr/griffin_lim/sous_les_mers_1_21_f000085.wav,spoof
MLAAD/fake/fr/griffin_lim/le_dernier_des_mohicans_chapitre_21_f000065.wav,spoof
MLAAD/fake/fr/griffin_lim/le_dernier_des_mohicans_chapitre_02_f000059.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_22_f000052.wav,spoof
MLAAD/fake/fr/griffin_lim/le_pays_des_fourrures_2_19_f000102.wav,spoof
MLAAD/fake/fr/griffin_lim/la_vampire_10_f000104.wav,spoof
MLAAD/fake/fr/griffin_lim/les_mysteres_de_paris_2_19_f000086.wav,spoof
MLAAD/fake/fr/griffin_lim/sous_les_mers_1_23_f000019.wav,spoof
MLAAD/fake/fr/griffin_lim/les_miserables_tome_5_65_f000114.wav,spoof
MLAAD/fake/fr/griffin_lim/lupin_contre_holmes_08_f000072.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_42_f000111.wav,spoof
MLAAD/fake/fr/griffin_lim/l_ile_mysterieuse_3_15_f000013.wav,spoof
MLAAD/fake/fr/griffin_lim/le_dernier_des_mohicans_chapitre_19_f000127.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_17_f000111.wav,spoof
MLAAD/fake/fr/griffin_lim/la_vampire_11_f000132.wav,spoof
MLAAD/fake/fr/griffin_lim/les_mysteres_de_paris_4_01_f000010.wav,spoof
MLAAD/fake/fr/griffin_lim/sous_les_mers_1_21_f000080.wav,spoof
MLAAD/fake/fr/griffin_lim/l_ile_mysterieuse_2_08_f000057.wav,spoof
MLAAD/fake/fr/griffin_lim/sous_les_mers_1_22_f000190.wav,spoof
MLAAD/fake/fr/griffin_lim/keraban_le_tetu_1_09_f000119.wav,spoof
MLAAD/fake/fr/griffin_lim/l_ile_mysterieuse_1_10_f000081.wav,spoof
MLAAD/fake/fr/griffin_lim/keraban_le_tetu_2_11_f000020.wav,spoof
MLAAD/fake/fr/griffin_lim/les_tribulations_dun_chinoise_22_f000032.wav,spoof
MLAAD/fake/fr/griffin_lim/keraban_le_tetu_1_14_f000063.wav,spoof
MLAAD/fake/fr/griffin_lim/le_dernier_des_mohicans_chapitre_26_f000046.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_1_29_f000028.wav,spoof
MLAAD/fake/fr/griffin_lim/les_tribulations_dun_chinoise_21_f000089.wav,spoof
MLAAD/fake/fr/griffin_lim/les_miserables_tome_5_04_f000051.wav,spoof
MLAAD/fake/fr/griffin_lim/lupin_contre_holmes_02_f000110.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_41_f000107.wav,spoof
MLAAD/fake/fr/griffin_lim/la_vampire_03_f000102.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_44_f000086.wav,spoof
MLAAD/fake/fr/griffin_lim/les_mysteres_de_paris_2_17_f000008.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_1_38_f000087.wav,spoof
MLAAD/fake/fr/griffin_lim/l_epouvante_02_f000148.wav,spoof
MLAAD/fake/fr/griffin_lim/keraban_le_tetu_1_09_f000149.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_1_31_f000058.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_32_f000028.wav,spoof
MLAAD/fake/fr/griffin_lim/sous_les_mers_1_12_f000035.wav,spoof
MLAAD/fake/fr/griffin_lim/l_ile_mysterieuse_2_12_f000146.wav,spoof
MLAAD/fake/fr/griffin_lim/les_mysteres_de_paris_4_12_f000086.wav,spoof
MLAAD/fake/fr/griffin_lim/la_fabrique_de_crimes_02_f000005.wav,spoof
MLAAD/fake/fr/griffin_lim/les_mysteres_de_paris_2_11_f000020.wav,spoof
MLAAD/fake/fr/griffin_lim/la_vampire_10_f000175.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_1_21_f000150.wav,spoof
MLAAD/fake/fr/griffin_lim/keraban_le_tetu_1_13_f000007.wav,spoof
MLAAD/fake/fr/griffin_lim/les_miserables_tome_5_16_f000001.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_40_f000039.wav,spoof
MLAAD/fake/fr/griffin_lim/madame_bovary_3_06_f000139.wav,spoof
MLAAD/fake/fr/griffin_lim/les_tribulations_dun_chinoise_22_f000137.wav,spoof
MLAAD/fake/fr/griffin_lim/l_ile_mysterieuse_3_18_f000196.wav,spoof
MLAAD/fake/fr/griffin_lim/les_mysteres_de_paris_1_17_f000093.wav,spoof
MLAAD/fake/fr/griffin_lim/keraban_le_tetu_2_05_f000212.wav,spoof
MLAAD/fake/fr/griffin_lim/le_pays_des_fourrures_1_12_f000099.wav,spoof
MLAAD/fake/fr/griffin_lim/le_pays_des_fourrures_2_06_f000010.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_27_f000299.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_2_17_f000127.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_1_25_f000147.wav,spoof
MLAAD/fake/fr/griffin_lim/l_epouvante_06_f000054.wav,spoof
MLAAD/fake/fr/griffin_lim/madame_bovary_3_06_f000014.wav,spoof
MLAAD/fake/fr/griffin_lim/sous_les_mers_2_06_f000064.wav,spoof
MLAAD/fake/fr/griffin_lim/keraban_le_tetu_1_15_f000151.wav,spoof
MLAAD/fake/fr/griffin_lim/le_pays_des_fourrures_1_22_f000037.wav,spoof
MLAAD/fake/fr/griffin_lim/le_pays_des_fourrures_2_08_f000107.wav,spoof
MLAAD/fake/fr/griffin_lim/monsieur_lecoq_1_08_f000123.wav,spoof
