file,label
northandsouth_02_f000094.wav,spoof
jane_eyre_38_f000014.wav,spoof
wives_and_daughters_54_f000194.wav,spoof
wives_and_daughters_55_f000003.wav,spoof
jane_eyre_15_f000168.wav,spoof
jane_eyre_12_f000135.wav,spoof
the_sea_fairies_08_f000009.wav,spoof
northandsouth_33_f000063.wav,spoof
northandsouth_46_f000238.wav,spoof
pink_fairy_book_03_f000027.wav,spoof
wives_and_daughters_54_f000151.wav,spoof
hunters_space_11_f000089.wav,spoof
piratesofersatz_02_leinster_64kb_f000229.wav,spoof
wives_and_daughters_19_f000212.wav,spoof
wives_and_daughters_38_f000062.wav,spoof
jane_eyre_32_f000169.wav,spoof
jane_eyre_32_f000139.wav,spoof
wives_and_daughters_21_f000178.wav,spoof
wives_and_daughters_20_f000184.wav,spoof
ozma_of_oz_17_f000029.wav,spoof
northandsouth_23_f000014.wav,spoof
the_sea_fairies_20_f000148.wav,spoof
wives_and_daughters_42_f000002.wav,spoof
skyisland_20_baum_64kb_f000054.wav,spoof
northandsouth_50_f000146.wav,spoof
poisoned_pen_12_f000212.wav,spoof
hunters_space_06_f000090.wav,spoof
wives_and_daughters_52_f000177.wav,spoof
silent_bullet_13_f000301.wav,spoof
midnight_passenger_08_f000110.wav,spoof
jane_eyre_28_f000108.wav,spoof
the_master_key_20_f000046.wav,spoof
wives_and_daughters_21_f000212.wav,spoof
wives_and_daughters_26_f000317.wav,spoof
jane_eyre_21_f000160.wav,spoof
jane_eyre_31_f000136.wav,spoof
midnight_passenger_10_f000214.wav,spoof
northandsouth_40_f000005.wav,spoof
northandsouth_04_f000106.wav,spoof
hunters_space_14_f000031.wav,spoof
poisoned_pen_02_f000026.wav,spoof
the_master_key_12_f000046.wav,spoof
northandsouth_37_f000096.wav,spoof
northandsouth_50_f000092.wav,spoof
wives_and_daughters_60_f000353.wav,spoof
the_sea_fairies_21_f000056.wav,spoof
dorothy_and_wizard_oz_15_f000084.wav,spoof
emerald_city_of_oz_04_f000005.wav,spoof
jane_eyre_30_f000058.wav,spoof
northandsouth_46_f000345.wav,spoof
wives_and_daughters_05_f000104.wav,spoof
silent_bullet_09_f000255.wav,spoof
wives_and_daughters_35_f000004.wav,spoof
skyisland_08_baum_64kb_f000021.wav,spoof
wives_and_daughters_08_f000022.wav,spoof
northandsouth_30_f000059.wav,spoof
northandsouth_12_f000094.wav,spoof
the_sea_fairies_20_f000109.wav,spoof
rinkitink_baum_02_64kb_f000054.wav,spoof
ozma_of_oz_06_f000024.wav,spoof
wives_and_daughters_56_f000174.wav,spoof
jane_eyre_18_f000014.wav,spoof
jane_eyre_09_f000048.wav,spoof
rinkitink_baum_03_64kb_f000025.wav,spoof
pink_fairy_book_30_f000079.wav,spoof
